
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
300,Gary Payton*\paytoga01,PG,30,SEA,50,50,40.2,8.0,18.5,.434,1.7,5.6,.295,6.4,12.8,.495,.479,4.0,5.5,.721,1.2,3.6,4.9,8.7,2.2,0.2,3.1,2.3,21.7
301,Anthony Peeler\peelean01,SG,29,MIN,28,28,28.9,3.7,9.7,.379,1.2,4.1,.298,2.5,5.6,.437,.441,1.1,1.5,.732,1.1,1.9,3.0,2.8,1.3,0.2,1.4,2.1,9.6
302,Will Perdue\perduwi01,C,33,SAS,37,1,12.0,1.0,1.6,.633,0.0,0.0,,1.0,1.6,.633,.633,0.4,0.7,.538,0.9,2.8,3.7,0.5,0.2,0.3,0.6,1.7,2.4
303,Sam Perkins\perkisa01,PF,37,IND,48,0,16.4,1.7,4.2,.400,0.7,1.9,.389,0.9,2.3,.409,.488,0.9,1.3,.717,0.8,2.1,2.9,0.5,0.3,0.3,0.5,1.5,5.0
304,Elliot Perry\perryel01,PG,29,TOT,35,0,8.3,1.1,2.9,.379,0.3,0.7,.417,0.8,2.3,.367,.427,0.3,0.4,.714,0.2,0.8,1.0,1.3,0.6,0.0,1.0,0.7,2.8
305,Chuck Person\persoch01,SF,34,CHH,50,21,19.8,2.2,5.8,.388,1.1,3.1,.350,1.1,2.6,.432,.483,0.5,0.6,.750,0.3,2.3,2.6,1.2,0.4,0.2,0.8,1.8,6.1
306,Wesley Person\persowe01,SG,27,CLE,45,42,29.8,4.4,9.7,.453,1.7,4.4,.375,2.7,5.3,.519,.539,0.7,1.2,.604,0.4,2.7,3.2,1.8,0.8,0.4,0.9,1.2,11.2
307,Bobby Phills\phillbo01,SG,29,CHH,43,43,36.6,5.0,11.6,.433,1.6,4.0,.395,3.4,7.6,.452,.501,2.7,3.9,.685,0.9,3.1,4.0,3.5,1.4,0.6,2.1,2.9,14.3
308,Eric Piatkowski\piatker01,SG,28,LAC,49,38,25.3,3.7,8.5,.432,1.3,3.4,.394,2.3,5.1,.456,.510,1.8,2.1,.863,0.8,2.1,2.9,1.1,0.9,0.1,1.1,1.8,10.5
309,Paul Pierce\piercpa01,SF,21,BOS,48,47,34.0,5.9,13.5,.439,1.8,4.3,.412,4.2,9.2,.451,.504,2.9,4.1,.713,2.4,4.0,6.4,2.4,1.7,1.0,2.4,2.9,16.5
310,Scottie Pippen*\pippesc01,SF,33,HOU,50,50,40.2,5.2,12.1,.432,1.4,4.2,.340,3.8,7.8,.482,.492,2.6,3.7,.721,1.3,5.2,6.5,5.9,2.0,0.7,3.2,2.4,14.5
311,Scot Pollard\pollasc01,C,23,SAC,16,5,16.2,2.1,3.8,.541,0.0,0.0,,2.1,3.8,.541,.541,1.0,1.4,.696,2.4,2.8,5.1,0.3,0.5,1.1,0.3,2.6,5.1
312,Olden Polynice\polynol01,C,34,SEA,48,47,30.9,3.5,7.5,.472,0.0,0.0,1.000,3.5,7.4,.471,.473,0.6,2.0,.309,3.8,5.0,8.9,0.9,0.4,0.6,1.0,3.1,7.7
313,Mark Pope\popema01,SF,26,IND,4,0,6.5,0.3,1.8,.143,0.0,1.0,.000,0.3,0.8,.333,.143,0.0,0.3,.000,0.5,0.5,1.0,0.0,0.0,0.0,0.3,1.5,0.5
314,Terry Porter\portete01,PG,35,MIA,50,1,27.3,3.4,7.4,.465,1.2,2.8,.411,2.3,4.6,.498,.543,2.5,3.0,.831,0.3,2.5,2.8,2.9,1.0,0.2,1.5,1.9,10.5
315,Vitaly Potapenko\potapvi01,C,23,TOT,50,44,27.9,4.1,8.2,.495,0.0,0.0,.000,4.1,8.2,.496,.495,1.8,3.1,.587,2.3,4.4,6.6,1.5,0.7,0.7,2.0,3.4,10.0
316,Brent Price\pricebr01,PG,30,HOU,40,6,20.2,2.5,5.2,.483,1.2,2.8,.411,1.4,2.4,.568,.594,1.2,1.5,.754,0.5,1.5,2.0,2.8,0.8,0.0,1.6,2.3,7.3
317,Theo Ratliff\ratlith01,PF,25,PHI,50,50,32.5,3.9,8.4,.470,0.0,0.0,,3.9,8.4,.470,.470,3.3,4.6,.725,2.8,5.4,8.1,0.6,0.9,3.0,1.8,3.6,11.2
318,Eldridge Recasner\recasel01,PG,31,CHH,44,2,16.1,1.9,4.2,.446,0.5,1.4,.400,1.3,2.8,.468,.511,0.8,0.9,.872,0.5,1.3,1.8,2.1,0.4,0.0,1.3,1.5,5.0
319,Bryant Reeves\reevebr01,C,25,VAN,25,14,28.1,4.1,10.0,.406,0.0,0.0,.000,4.1,10.0,.408,.406,2.7,4.6,.578,2.0,3.5,5.5,1.5,0.5,0.3,1.9,4.1,10.8
320,Khalid Reeves\reevekh01,PG,26,DET,11,0,10.2,0.7,1.9,.381,0.1,0.3,.333,0.6,1.6,.389,.405,0.7,1.3,.571,0.3,0.4,0.6,1.0,0.4,0.0,0.6,1.2,2.3
321,Don Reid\reiddo01,PF,25,DET,47,30,19.9,2.1,3.7,.557,0.0,0.0,,2.1,3.7,.557,.557,1.0,1.7,.608,1.4,2.2,3.6,0.7,0.6,0.9,0.8,3.3,5.1
322,J.R. Reid\reidjr01,PF,30,TOT,41,26,25.1,3.2,6.8,.477,0.0,0.0,.000,3.2,6.7,.478,.477,2.6,3.3,.766,1.1,4.1,5.2,1.2,0.9,0.2,1.2,3.3,9.0
323,Shawn Respert\respesh01,SG,26,PHO,12,1,8.3,1.1,3.0,.361,0.3,1.1,.308,0.8,1.9,.391,.417,0.6,0.8,.700,0.2,0.9,1.1,0.7,0.4,0.0,0.4,0.8,3.1
324,Rodrick Rhodes\rhodero01,SG-SF,25,TOT,13,1,12.0,1.0,4.0,.250,0.1,0.5,.143,0.9,3.5,.267,.260,1.2,1.9,.640,0.7,0.6,1.3,0.8,0.4,0.2,1.5,1.6,3.3
325,Glen Rice\ricegl01,SF,31,LAL,27,25,36.5,6.3,14.7,.432,2.0,5.0,.393,4.4,9.7,.452,.499,2.9,3.3,.856,0.3,3.3,3.7,2.6,0.6,0.2,1.7,2.5,17.5
326,Pooh Richardson\richapo01,PG,32,LAC,11,0,11.8,1.1,3.3,.333,0.0,0.5,.000,1.1,2.7,.400,.333,0.4,0.4,1.000,0.1,1.1,1.2,2.7,0.4,0.0,0.8,0.5,2.5
327,Mitch Richmond*\richmmi01,SG,33,WAS,50,50,38.2,6.6,16.1,.412,1.4,4.4,.317,5.2,11.6,.448,.456,5.0,5.9,.857,0.6,2.8,3.4,2.4,1.3,0.2,2.7,2.4,19.7
328,Isaiah Rider\rideris01,SG,27,POR,47,41,29.5,5.3,12.9,.412,0.9,2.4,.378,4.4,10.5,.419,.446,2.4,3.1,.755,1.3,2.9,4.2,2.2,0.5,0.2,2.0,2.1,13.9
329,Eric Riley\rileyer01,C,28,BOS,35,11,9.6,0.8,1.5,.519,0.0,0.0,,0.8,1.5,.519,.519,0.6,0.9,.710,1.0,1.8,2.8,0.4,0.3,0.7,0.7,2.1,2.2
330,Stanley Roberts\roberst01,C,28,HOU,6,0,5.5,0.8,2.2,.385,0.0,0.0,,0.8,2.2,.385,.385,0.7,1.3,.500,0.7,1.2,1.8,0.0,0.0,0.2,0.7,0.3,2.3
331,Clifford Robinson\robincl02,SF,32,PHO,50,35,34.8,6.0,12.6,.475,1.2,2.8,.417,4.8,9.8,.492,.521,3.3,4.7,.697,1.4,3.2,4.5,2.6,1.5,1.2,1.8,3.1,16.4
332,David Robinson*\robinda01,C,33,SAS,49,49,31.7,5.5,10.8,.509,0.0,0.0,.000,5.5,10.7,.510,.509,4.9,7.4,.658,3.0,7.0,10.0,2.1,1.4,2.4,2.2,2.9,15.8
333,Glenn Robinson\robingl01,SF,26,MIL,47,47,33.6,7.4,16.1,.459,0.7,1.7,.392,6.7,14.4,.467,.479,3.0,3.4,.870,1.6,4.3,5.9,2.1,1.0,0.9,2.3,2.4,18.4
334,James Robinson\robinja02,PG,28,TOT,31,0,16.3,2.2,6.0,.362,0.7,2.4,.284,1.5,3.6,.414,.419,0.9,1.3,.683,0.6,1.4,2.0,1.8,0.7,0.3,1.4,1.9,5.9
335,Dennis Rodman*\rodmade01,PF,37,LAL,23,11,28.6,0.7,2.0,.348,0.0,0.1,.000,0.7,1.9,.364,.348,0.7,1.7,.436,2.7,8.5,11.2,1.3,0.4,0.5,1.3,3.1,2.1
336,Carlos Rogers\rogerca01,PF,27,POR,2,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.5,2.0,.250,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,2.5
337,Rodney Rogers\rogerro01,SF,27,LAC,47,7,20.6,2.8,6.3,.441,0.4,1.3,.286,2.4,5.0,.483,.471,1.4,2.1,.673,1.4,2.4,3.8,1.6,1.0,0.5,1.4,3.0,7.4
338,Sean Rooks\rooksse01,C,29,LAL,36,0,8.8,0.9,2.2,.405,0.0,0.1,.000,0.9,2.1,.416,.405,0.9,1.3,.708,0.9,1.1,2.0,0.3,0.1,0.3,0.6,1.7,2.7
339,Jalen Rose\roseja01,SF,26,IND,49,1,25.3,4.1,10.1,.403,0.3,1.3,.262,3.7,8.8,.425,.420,2.6,3.2,.791,0.7,2.4,3.1,1.9,1.0,0.3,1.5,2.6,11.1
340,Malik Rose\rosema01,PF,24,SAS,47,0,12.9,2.0,4.3,.463,0.0,0.0,.000,2.0,4.3,.465,.463,2.1,3.1,.671,1.9,2.0,3.9,0.6,0.9,0.5,1.2,2.6,6.0
341,Bryon Russell\russebr01,SF,28,UTA,50,50,35.4,4.3,9.4,.464,1.0,2.9,.354,3.3,6.4,.514,.519,2.7,3.4,.795,1.3,4.0,5.3,1.5,1.5,0.3,1.5,3.1,12.4
342,Arvydas Sabonis*\sabonar01,C,34,POR,50,48,27.0,4.6,9.6,.485,0.1,0.5,.292,4.5,9.1,.496,.493,2.7,3.5,.771,1.8,6.1,7.9,2.4,0.7,1.3,1.7,2.9,12.1
343,Jason Sasser\sasseja01,SF,25,VAN,6,0,6.5,0.8,1.8,.455,0.0,0.0,,0.8,1.8,.455,.455,0.2,0.3,.500,0.3,0.8,1.2,0.3,0.3,0.0,0.3,0.7,1.8
344,Danny Schayes\schayda01,C,39,ORL,19,1,7.5,0.6,1.5,.379,0.0,0.0,,0.6,1.5,.379,.379,0.3,0.4,.750,0.2,0.6,0.7,0.2,0.1,0.1,0.4,1.2,1.5
345,Dwayne Schintzius\schindw01,C,30,BOS,16,0,4.2,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.2,0.3,.750,0.4,0.8,1.2,0.5,0.0,0.2,0.6,1.1,0.7
346,Detlef Schrempf\schrede01,SF,36,SEA,50,39,35.3,5.2,11.0,.472,0.7,1.7,.395,4.5,9.3,.486,.503,4.0,4.9,.823,1.5,5.9,7.4,3.7,0.8,0.5,2.1,3.0,15.0
347,Dennis Scott\scottde01,SF,30,TOT,36,9,20.5,2.4,5.9,.408,1.0,2.7,.381,1.4,3.2,.431,.495,0.6,0.9,.742,0.2,1.4,1.6,1.1,0.4,0.1,0.5,1.4,6.5
348,Malik Sealy\sealyma01,SF,28,MIN,31,7,23.6,3.1,7.5,.411,0.2,0.7,.261,2.9,6.7,.428,.424,1.8,2.0,.902,0.7,2.2,3.0,1.2,1.0,0.2,1.1,2.2,8.1
349,Rony Seikaly\seikaro01,C,33,NJN,9,0,9.8,0.4,2.2,.200,0.0,0.0,,0.4,2.2,.200,.200,0.8,2.0,.389,0.6,1.8,2.3,0.2,0.4,0.7,1.1,1.7,1.7
350,Charles Shackleford\shackch01,C,32,CHH,32,4,11.5,1.4,2.8,.489,0.0,0.0,,1.4,2.8,.489,.489,0.6,0.9,.655,1.3,2.8,4.0,0.4,0.2,0.4,0.8,2.1,3.3
351,Brian Shaw\shawbr01,PG,32,POR,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
352,Casey Shaw\shawca01,C,23,PHI,9,0,1.6,0.1,0.9,.125,0.0,0.0,,0.1,0.9,.125,.125,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2
353,Jeff Sheppard\sheppje01,SG,24,ATL,18,5,10.3,0.8,2.2,.385,0.1,0.4,.286,0.7,1.8,.406,.410,0.4,0.7,.615,0.3,0.9,1.2,0.9,0.2,0.0,0.4,0.7,2.2
354,Miles Simon\simonmi01,SG,23,ORL,5,0,3.8,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.0,0.0,,0.2,0.2,0.4,0.0,0.2,0.0,0.6,0.2,0.4
355,Dickey Simpkins\simpkdi01,C,26,CHI,50,35,29.0,3.0,6.5,.463,0.0,0.0,.000,3.0,6.5,.464,.463,3.1,4.8,.645,2.2,4.6,6.8,1.3,0.7,0.3,1.4,2.6,9.1
356,Alvin Sims\simsal01,SG,24,PHO,4,0,6.3,1.0,2.5,.400,0.3,0.3,1.000,0.8,2.3,.333,.450,0.5,1.3,.400,0.8,0.3,1.0,1.3,0.5,0.0,1.5,0.5,2.8
357,Brian Skinner\skinnbr01,PF,22,LAC,21,0,12.3,1.6,3.4,.465,0.0,0.0,,1.6,3.4,.465,.465,1.0,1.6,.606,1.0,1.6,2.5,0.0,0.5,0.6,0.9,1.0,4.1
358,Reggie Slater\slatere01,PF,28,TOR,30,0,8.8,1.0,2.7,.383,0.0,0.0,,1.0,2.7,.383,.383,1.8,2.8,.624,1.2,1.1,2.3,0.2,0.1,0.1,0.8,1.7,3.8
359,Charles Smith\smithch04,SG,23,LAC,23,10,13.8,1.5,4.2,.361,0.3,1.4,.212,1.2,2.8,.438,.397,0.3,0.7,.438,0.3,0.7,1.0,0.6,0.7,0.6,0.9,1.5,3.7
360,Joe Smith\smithjo02,C,23,MIN,43,42,33.0,5.2,12.1,.427,0.0,0.1,.000,5.2,12.1,.430,.427,3.3,4.4,.755,3.6,4.7,8.2,1.6,0.7,1.5,1.5,3.4,13.7
361,Michael Smith\smithmi02,PF,26,VAN,48,10,22.9,1.6,3.0,.535,0.0,0.0,.000,1.6,3.0,.538,.535,1.6,2.7,.594,2.8,4.5,7.3,1.0,1.0,0.4,1.3,2.2,4.8
362,Steve Smith\smithst01,SG,29,ATL,36,36,36.5,6.0,15.0,.402,1.3,3.9,.338,4.7,11.1,.424,.445,5.3,6.3,.849,1.4,2.8,4.2,3.3,1.0,0.3,2.8,2.8,18.7
363,Rik Smits\smitsri01,C,32,IND,49,49,25.9,6.3,12.9,.490,0.0,0.0,.000,6.3,12.9,.491,.490,2.2,2.7,.818,1.5,4.1,5.6,1.1,0.4,1.1,1.5,3.2,14.9
364,Eric Snow\snower01,PG,25,PHI,48,48,35.8,3.1,7.3,.428,0.1,0.4,.238,3.0,6.8,.440,.435,2.3,3.1,.733,0.5,2.9,3.4,6.3,2.1,0.0,2.3,3.1,8.6
365,Felton Spencer\spencfe01,C,31,GSW,26,0,6.1,0.6,1.3,.455,0.0,0.0,,0.6,1.3,.455,.455,0.5,1.0,.462,0.7,1.1,1.8,0.0,0.2,0.4,0.3,1.6,1.6
366,Latrell Sprewell\sprewla01,SF,28,NYK,37,4,33.3,5.8,14.0,.415,0.6,2.1,.273,5.2,11.9,.440,.435,4.2,5.2,.812,1.1,3.1,4.2,2.5,1.2,0.1,2.1,1.8,16.4
367,Ryan Stack\stackry01,PF,23,CLE,18,0,11.1,0.8,2.1,.378,0.0,0.0,,0.8,2.1,.378,.378,1.1,1.1,.950,1.1,0.8,1.9,0.3,0.1,0.6,0.5,1.7,2.6
368,Jerry Stackhouse\stackje01,SG,24,DET,42,9,28.3,4.3,11.6,.371,0.8,3.0,.278,3.5,8.6,.403,.407,5.0,5.9,.850,0.6,1.9,2.5,2.8,0.8,0.5,2.9,1.9,14.5
369,John Starks\starkjo01,SG,33,GSW,50,50,33.7,5.4,14.6,.370,1.6,5.4,.290,3.8,9.2,.416,.423,1.5,2.0,.740,0.7,2.6,3.3,4.7,1.4,0.1,1.7,2.7,13.8
370,Vladimir Stepania\stepavl01,C,22,SEA,23,6,13.6,2.3,5.4,.424,0.0,0.1,.000,2.3,5.3,.434,.424,0.9,1.7,.525,1.2,2.1,3.3,0.5,0.4,1.0,1.4,2.5,5.5
371,Michael Stewart\stewami01,C,23,TOR,42,2,9.4,0.5,1.3,.415,0.0,0.0,,0.5,1.3,.415,.415,0.4,0.6,.680,1.0,1.3,2.4,0.1,0.1,0.7,0.3,1.8,1.5
372,Bryant Stith\stithbr01,SG,28,DEN,46,32,26.0,2.5,6.3,.393,0.7,2.3,.292,1.8,4.0,.451,.447,1.3,1.5,.859,0.7,1.7,2.3,1.8,0.6,0.3,1.0,1.4,7.0
373,John Stockton*\stockjo01,PG,36,UTA,50,50,28.2,4.0,8.2,.488,0.3,1.0,.320,3.7,7.2,.511,.507,2.7,3.4,.811,0.6,2.3,2.9,7.5,1.6,0.3,2.2,2.1,11.1
374,Peja Stojakovic\stojape01,SF,21,SAC,48,1,21.4,2.9,7.8,.378,1.2,3.7,.320,1.8,4.1,.431,.454,1.3,1.5,.851,0.9,2.1,3.0,1.5,0.9,0.1,1.1,0.9,8.4
375,Damon Stoudamire\stoudda01,PG,25,POR,50,50,33.5,5.0,12.6,.396,0.9,2.8,.310,4.1,9.7,.421,.431,1.8,2.4,.730,0.8,2.5,3.3,6.2,1.0,0.1,2.2,1.6,12.6
376,Erick Strickland\stricer01,SG,25,DAL,33,2,17.2,2.7,6.7,.403,0.5,1.8,.305,2.2,4.9,.438,.443,1.6,2.0,.815,0.4,2.2,2.5,1.9,1.2,0.1,1.1,1.3,7.5
377,Mark Strickland\stricma01,PF,28,MIA,32,1,11.2,1.6,3.2,.495,0.0,0.0,.000,1.6,3.1,.500,.495,0.6,0.8,.731,0.8,1.6,2.4,0.3,0.2,0.3,0.4,0.9,3.7
378,Rod Strickland\stricro02,PG,32,WAS,44,43,37.1,5.7,13.7,.416,0.3,1.0,.286,5.4,12.8,.426,.426,4.0,5.4,.746,1.3,3.5,4.8,9.9,1.7,0.1,3.2,2.1,15.7
379,Derek Strong\stronde01,PF,30,ORL,44,0,15.8,1.7,4.1,.422,0.0,0.0,.000,1.7,4.0,.427,.422,1.6,2.3,.717,1.5,2.2,3.7,0.4,0.3,0.2,0.8,1.5,5.1
380,Bruno Sundov\sundobr01,C,18,DAL,3,0,3.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,1.3
381,Bob Sura\surabo01,PG,25,CLE,50,6,16.8,1.4,4.2,.333,0.2,0.9,.200,1.2,3.3,.370,.355,1.3,2.1,.631,0.4,1.6,2.0,3.0,0.9,0.3,1.3,2.0,4.3
382,Johnny Taylor\taylojo01,SF,24,DEN,36,9,20.1,2.3,5.5,.414,0.7,1.9,.382,1.6,3.6,.431,.480,0.5,0.6,.739,0.8,2.0,2.8,0.7,0.8,0.5,0.9,2.7,5.8
383,Maurice Taylor\tayloma01,PF,22,LAC,46,45,32.7,6.8,14.7,.461,0.0,0.1,.167,6.7,14.5,.463,.461,3.3,4.5,.728,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8
384,John Thomas\thomajo02,C,23,TOR,39,11,15.2,1.8,3.2,.577,0.0,0.0,.000,1.8,3.1,.582,.577,0.7,1.2,.563,1.7,1.8,3.4,0.4,0.4,0.2,0.5,2.1,4.3
385,Kurt Thomas\thomaku01,PF,26,NYK,50,44,23.6,3.4,7.4,.462,0.0,0.0,.000,3.4,7.3,.463,.462,1.3,2.2,.611,1.6,4.1,5.7,1.1,0.9,0.3,1.5,3.2,8.1
386,Tim Thomas\thomati01,SF,21,TOT,50,26,16.2,2.6,5.6,.473,0.4,1.4,.309,2.2,4.2,.526,.511,1.5,2.2,.652,1.0,1.5,2.5,0.9,0.5,0.2,0.9,2.1,7.2
387,Otis Thorpe\thorpot01,PF,36,WAS,49,38,31.4,4.9,9.0,.545,0.0,0.0,.000,4.9,8.9,.548,.545,1.5,2.2,.698,2.0,4.9,6.8,2.1,0.9,0.4,1.8,4.0,11.3
388,Robert Traylor\traylro01,C,21,MIL,49,43,16.0,2.2,4.1,.537,0.0,0.0,.000,2.2,4.1,.540,.537,0.9,1.6,.538,1.6,2.1,3.7,0.8,0.9,0.9,0.9,2.9,5.3
389,Gary Trent\trentga01,PF,24,DAL,45,23,30.3,6.4,13.4,.477,0.0,0.1,.000,6.4,13.3,.481,.477,3.2,5.2,.617,2.8,5.0,7.8,1.7,0.6,0.5,1.5,2.7,16.0
390,Nick Van Exel\vanexni01,PG,27,DEN,50,50,36.0,6.1,15.4,.398,1.4,4.7,.308,4.7,10.7,.437,.445,2.8,3.5,.811,0.3,2.0,2.3,7.4,0.8,0.1,2.4,1.8,16.5
391,Keith Van Horn\vanhoke01,PF,23,NJN,42,42,37.5,7.7,17.9,.428,0.4,1.3,.302,7.3,16.6,.438,.439,6.1,7.1,.859,2.7,5.8,8.5,1.5,1.0,1.3,3.2,3.2,21.8
392,David Vaughn\vaughda02,PF,25,NJN,10,0,10.3,1.3,2.4,.542,0.0,0.0,,1.3,2.4,.542,.542,0.8,1.0,.800,1.3,2.1,3.4,0.1,0.2,0.8,1.1,2.2,3.4
393,Jacque Vaughn\vaughja01,PG,23,UTA,19,0,4.6,0.6,1.6,.367,0.1,0.4,.250,0.5,1.2,.409,.400,1.1,1.3,.833,0.1,0.5,0.6,0.6,0.3,0.0,0.7,0.7,2.3
394,Loy Vaught\vaughlo01,PF,30,DET,37,10,13.0,1.6,4.2,.381,0.0,0.0,.000,1.6,4.2,.383,.381,0.2,0.4,.643,1.0,3.0,3.9,0.3,0.4,0.2,0.5,1.5,3.4
395,Stojko Vrankovic\vrankst01,C,35,LAC,2,0,6.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
396,Antoine Walker\walkean02,PF,22,BOS,42,41,36.9,7.2,17.5,.412,1.5,4.2,.369,5.7,13.3,.426,.456,2.7,4.8,.559,2.5,6.0,8.5,3.1,1.5,0.7,2.8,3.4,18.7
397,Samaki Walker\walkesa01,PF,22,DAL,39,2,14.6,2.3,4.9,.463,0.0,0.0,.000,2.3,4.8,.466,.463,1.4,2.5,.541,1.2,2.5,3.7,0.2,0.2,0.4,0.9,2.2,5.9
398,Ben Wallace\wallabe01,C,24,WAS,46,16,26.8,2.5,4.3,.578,0.0,0.0,,2.5,4.3,.578,.578,1.0,2.9,.356,3.0,5.4,8.3,0.4,1.1,2.0,0.8,2.4,6.0
399,John Wallace\wallajo01,SF,24,TOR,48,3,16.9,3.2,7.4,.432,0.0,0.0,,3.2,7.4,.432,.432,2.2,3.1,.700,1.1,2.4,3.6,1.0,0.3,0.9,1.5,1.9,8.6
400,Rasheed Wallace\wallara01,PF,24,POR,49,18,28.9,4.9,9.7,.508,0.3,0.6,.419,4.7,9.1,.515,.522,2.7,3.7,.732,1.2,3.8,4.9,1.2,1.0,1.1,1.6,3.6,12.8
401,Rex Walters\waltere01,SG,28,MIA,33,13,15.3,1.1,2.9,.368,0.4,1.2,.316,0.7,1.7,.404,.432,0.6,0.7,.826,0.3,1.2,1.5,1.8,0.3,0.1,1.0,1.9,3.1
402,Charlie Ward\wardch01,PG,28,NYK,50,50,31.1,2.7,6.7,.404,1.1,3.0,.356,1.6,3.7,.443,.484,1.1,1.6,.705,0.5,3.0,3.4,5.4,2.1,0.2,2.6,2.1,7.6
403,Eric Washington\washier01,SG,24,DEN,38,6,20.0,1.9,4.8,.397,1.0,2.6,.381,0.9,2.3,.414,.497,0.6,0.8,.688,0.9,1.4,2.3,0.8,0.7,0.5,0.9,2.3,5.4
404,Jamie Watson\watsoja01,SF,26,MIA,3,0,6.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.7
405,Clarence Weatherspoon\weathcl01,SF,28,MIA,49,3,21.2,2.9,5.4,.534,0.0,0.0,,2.9,5.4,.534,.534,2.3,2.9,.804,1.5,3.5,5.0,0.7,0.6,0.3,1.2,2.2,8.1
406,Chris Webber\webbech01,PF,25,SAC,42,42,40.9,9.0,18.5,.486,0.1,0.8,.118,8.9,17.7,.503,.488,1.9,4.1,.454,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0
407,Bonzi Wells\wellsbo01,SF,22,POR,7,0,5.0,1.6,2.9,.550,0.1,0.4,.333,1.4,2.4,.588,.575,1.1,2.6,.444,0.6,0.7,1.3,0.4,0.1,0.1,0.9,0.7,4.4
408,Bill Wennington\wennibi01,C,35,CHI,38,3,11.9,1.6,4.7,.348,0.0,0.0,1.000,1.6,4.7,.345,.351,0.5,0.6,.818,0.5,1.6,2.1,0.5,0.3,0.3,0.4,2.1,3.8
409,David Wesley\wesleda01,PG,28,CHH,50,50,37.0,4.9,10.9,.446,1.2,3.4,.359,3.6,7.5,.485,.502,3.2,3.8,.832,0.5,2.8,3.2,6.4,2.0,0.2,2.8,2.6,14.1
410,Doug West\westdo01,SG,31,VAN,14,2,21.0,2.2,4.6,.477,0.0,0.1,.000,2.2,4.5,.492,.477,1.4,1.8,.760,0.4,1.4,1.8,1.4,1.1,0.5,0.9,2.7,5.8
411,Mark West\westma01,C,38,ATL,49,0,10.2,0.4,1.2,.373,0.0,0.0,,0.4,1.2,.373,.373,0.3,0.9,.356,1.0,1.6,2.6,0.3,0.1,0.4,0.3,1.7,1.2
412,DeJuan Wheat\wheatde01,PG,25,VAN,46,0,12.8,1.6,4.2,.378,0.5,1.3,.367,1.1,2.9,.383,.435,0.9,1.2,.727,0.2,0.7,1.0,2.2,0.6,0.0,1.0,1.3,4.5
413,Tyson Wheeler\wheelty01,PG,23,DEN,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,1.0,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0
414,Jahidi White\whiteja01,PF,22,WAS,20,0,9.6,0.9,1.6,.531,0.0,0.0,,0.9,1.6,.531,.531,0.8,1.8,.429,1.2,1.8,2.9,0.1,0.2,0.6,0.8,2.0,2.5
415,Chris Whitney\whitnch01,PG,27,WAS,39,1,11.3,1.6,4.0,.410,0.8,2.4,.337,0.8,1.6,.525,.513,0.7,0.8,.871,0.2,1.0,1.2,1.8,0.5,0.1,0.9,1.3,4.8
416,Dominique Wilkins*\wilkido01,SF,39,ORL,27,2,9.3,1.9,4.9,.379,0.2,0.7,.263,1.7,4.2,.398,.398,1.1,1.6,.690,1.1,1.5,2.6,0.6,0.1,0.0,0.9,0.7,5.0
417,Gerald Wilkins\wilkige01,SG,35,ORL,3,0,9.3,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,.000,0.7,0.7,1.000,0.0,0.3,0.3,0.3,0.0,0.0,1.0,1.0,0.7
418,Aaron Williams\williaa01,PF,27,SEA,40,2,11.5,1.3,3.1,.423,0.0,0.0,.000,1.3,3.1,.426,.423,1.4,1.9,.730,1.4,1.9,3.2,0.6,0.4,0.6,0.8,1.9,4.0
419,Alvin Williams\willial02,PG,24,TOR,50,45,21.0,1.9,4.7,.401,0.3,0.8,.333,1.6,3.9,.415,.430,0.9,1.0,.846,0.4,1.3,1.6,2.6,1.0,0.2,1.1,1.9,5.0
