"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season","MVP","First","Share","Team.Wins"
"301","Anthony Morrow","SG",25,"NJN",58,47,32,4.8,10.7,0.45,1.9,4.5,0.423,2.9,6.2,0.469,0.539,1.7,1.8,0.897,0.6,2.3,3,1.2,0.3,0.1,0.9,2.3,13.2,"2011",FALSE,0,0,24
"307","Steve Nash","PG",36,"PHO",75,75,33.3,5.3,10.8,0.492,1.1,2.7,0.395,4.2,8.1,0.525,0.542,3,3.3,0.912,0.5,2.9,3.5,11.4,0.6,0.1,3.5,1.2,14.7,"2011",FALSE,0,0,40
"308","Gary Neal","SG",26,"SAS",80,1,21.1,3.6,7.9,0.451,1.6,3.9,0.419,2,4.1,0.481,0.553,1.1,1.3,0.808,0.3,2.2,2.5,1.2,0.3,0.1,1,1.9,9.8,"2011",FALSE,0,0,61
"309","Jameer Nelson","PG",28,"ORL",76,76,30.5,4.9,11,0.446,1.6,3.9,0.401,3.4,7.1,0.471,0.517,1.7,2.1,0.802,0.5,2.5,3,6,1,0,2.6,2.8,13.1,"2011",FALSE,0,0,52
"310","Joakim Noah","C",25,"CHI",48,48,32.8,4.4,8.4,0.525,0,0,0,4.4,8.4,0.526,0.525,2.9,3.9,0.739,3.8,6.6,10.4,2.2,1,1.5,1.9,3.3,11.7,"2011",FALSE,0,0,62
"311","Andres Nocioni","SF",31,"PHI",54,17,17.2,2.2,5.1,0.426,0.8,2.2,0.356,1.4,2.9,0.478,0.502,0.9,1.1,0.803,0.4,2.8,3.1,0.8,0.3,0.3,0.9,1.9,6.1,"2011",FALSE,0,0,41
"313","Dirk Nowitzki","PF",32,"DAL",73,73,34.3,8.4,16.2,0.517,0.9,2.3,0.393,7.5,13.8,0.538,0.545,5.4,6.1,0.892,0.7,6.3,7,2.6,0.5,0.6,1.9,2.4,23,"2011",FALSE,0,0.093,57
"317","Lamar Odom","PF",31,"LAL",82,35,32.2,5.8,10.9,0.53,0.8,2.2,0.382,4.9,8.7,0.566,0.568,2,3,0.675,2.1,6.5,8.7,3,0.6,0.7,1.7,2.4,14.4,"2011",FALSE,0,0,57
"318","Emeka Okafor","C",28,"NOH",72,72,31.8,4.2,7.3,0.573,0,0,0,4.2,7.3,0.574,0.573,2,3.6,0.562,3.2,6.3,9.5,0.6,0.6,1.8,1.7,3.2,10.3,"2011",FALSE,0,0,46
"320","Travis Outlaw","SF",26,"NJN",82,55,28.8,3.3,8.9,0.375,0.9,3.1,0.302,2.4,5.8,0.413,0.427,1.6,2.1,0.772,0.7,3.3,4,1,0.4,0.4,0.9,1.8,9.2,"2011",FALSE,0,0,24
"323","Anthony Parker","SF",35,"CLE",72,65,29,3.1,7.7,0.399,1.2,3.2,0.379,1.9,4.5,0.412,0.476,1,1.3,0.779,0.5,2.6,3,3,0.9,0.1,1.1,1.5,8.3,"2011",FALSE,0,0,19
"324","Tony Parker","PG",28,"SAS",78,78,32.4,7.1,13.7,0.519,0.3,0.9,0.357,6.8,12.8,0.531,0.531,3,3.9,0.769,0.4,2.7,3.1,6.6,1.2,0,2.6,1.7,17.5,"2011",FALSE,0,0.002,61
"325","Patrick Patterson","PF",21,"HOU",52,6,16.7,2.9,5.1,0.558,0,0,0,2.9,5.1,0.562,0.558,0.6,0.8,0.714,1.7,2.2,3.8,0.8,0.3,0.7,0.6,1.5,6.3,"2011",FALSE,0,0,43
"326","Chris Paul","PG",25,"NOH",80,80,36,5.4,11.6,0.463,0.9,2.3,0.388,4.5,9.3,0.482,0.502,4.2,4.8,0.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,"2011",FALSE,0,0.002,46
"331","Johan Petro","C",25,"NJN",77,1,11.6,1.7,3.8,0.445,0,0.1,0,1.7,3.7,0.451,0.445,0.2,0.4,0.536,0.8,1.9,2.8,0.6,0.4,0.4,0.6,2.3,3.5,"2011",FALSE,0,0,24
"332","Paul Pierce","SF",33,"BOS",80,80,34.7,6.3,12.8,0.497,1.4,3.7,0.374,5,9.1,0.547,0.551,4.8,5.6,0.86,0.4,5,5.4,3.3,1,0.6,2.1,2.9,18.9,"2011",FALSE,0,0,56
"335","Quincy Pondexter","SF",22,"NOH",66,6,11.1,1.1,2.7,0.406,0.3,0.8,0.36,0.8,2,0.423,0.456,0.4,0.5,0.706,0.3,1,1.3,0.4,0.3,0.2,0.2,1,2.8,"2011",FALSE,0,0,46
"336","James Posey","SF",34,"IND",49,0,17.1,1.7,4.9,0.336,1.4,4.3,0.316,0.3,0.6,0.483,0.475,0.2,0.3,0.733,0.2,2.8,3,0.7,0.5,0.1,0.5,2.1,4.9,"2011",FALSE,0,0,37
"338","Josh Powell","PF",28,"ATL",54,0,12.1,1.7,3.9,0.452,0,0,0,1.7,3.8,0.454,0.452,0.7,0.8,0.8,0.9,1.6,2.5,0.4,0.1,0.1,1,1.4,4.1,"2011",FALSE,0,0,44
"339","A.J. Price","PG",24,"IND",50,0,15.9,2.3,6.4,0.356,0.8,3,0.275,1.5,3.4,0.427,0.42,1.1,1.6,0.667,0.3,1.1,1.4,2.2,0.6,0,1.1,1.2,6.5,"2011",FALSE,0,0,37
"340","Ronnie Price","SG",27,"UTA",59,0,12.2,1.3,3.6,0.352,0.3,1.2,0.29,0.9,2.4,0.383,0.4,0.5,0.7,0.744,0.4,0.7,1,0.9,0.7,0.1,0.9,1.8,3.3,"2011",FALSE,0,0,39
"341","Tayshaun Prince","SF",30,"DET",78,78,32.8,6.1,12.8,0.473,0.4,1.3,0.347,5.6,11.6,0.486,0.49,1.5,2.2,0.702,1,3.2,4.2,2.8,0.4,0.5,1.1,1.2,14.1,"2011",FALSE,0,0,30
"344","Vladimir Radmanovic","PF",30,"GSW",74,6,15.8,1.9,4.3,0.431,0.9,2.3,0.405,0.9,2,0.462,0.541,0.4,0.5,0.882,0.9,2,2.9,1.1,0.6,0.6,0.8,2.1,5.1,"2011",FALSE,0,0,36
"346","Zach Randolph","PF",29,"MEM",75,74,36.3,8,15.8,0.503,0.1,0.6,0.186,7.9,15.3,0.515,0.507,4,5.3,0.758,4.3,7.8,12.2,2.2,0.8,0.3,2,2.3,20.1,"2011",FALSE,0,0,46
"350","J.J. Redick","SG",26,"ORL",59,5,25.6,3.3,7.6,0.441,1.5,3.7,0.397,1.9,3.9,0.482,0.538,1.9,2.2,0.875,0.1,1.8,1.9,1.7,0.5,0.1,0.9,1.4,10.1,"2011",FALSE,0,0,52
"352","Quentin Richardson","SF",30,"ORL",57,19,16.8,1.5,4.5,0.341,0.7,2.6,0.288,0.8,1.9,0.413,0.424,0.6,0.8,0.75,0.7,2.4,3.1,0.7,0.4,0.1,0.6,1.3,4.4,"2011",FALSE,0,0,52
"353","Luke Ridnour","PG",29,"MIN",71,66,30.4,4.5,9.6,0.468,1.1,2.6,0.44,3.4,7,0.479,0.528,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,2.1,11.8,"2011",FALSE,0,0,17
"355","Rajon Rondo","PG",24,"BOS",68,68,37.2,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,"2011",FALSE,0,0.004,56
"356","Derrick Rose","PG",22,"CHI",81,81,37.4,8.8,19.7,0.445,1.6,4.8,0.332,7.2,15,0.481,0.485,5.9,6.9,0.858,1,3.1,4.1,7.7,1,0.6,3.4,1.7,25,"2011",TRUE,113,0.977,62
"358","Brandon Roy","SG",26,"POR",47,23,27.9,4.4,11.1,0.4,0.8,2.4,0.333,3.6,8.7,0.418,0.436,2.5,2.9,0.848,0.6,2,2.6,2.7,0.8,0.3,1.2,1.6,12.2,"2011",FALSE,0,0,48
"359","Brandon Rush","SG",25,"IND",67,21,26.2,3.2,7.7,0.421,1.4,3.3,0.417,1.9,4.4,0.425,0.512,1.2,1.6,0.755,0.5,2.7,3.2,0.9,0.6,0.5,1,1.6,9.1,"2011",FALSE,0,0,37
"360","John Salmons","SG",31,"MIL",73,70,35,5.1,12.3,0.415,1.1,3,0.379,4,9.3,0.427,0.462,2.7,3.3,0.813,0.4,3.3,3.6,3.5,1,0.4,1.9,2.2,14,"2011",FALSE,0,0,35
"364","Luis Scola","PF",30,"HOU",74,74,32.6,7.7,15.3,0.504,0,0,0,7.7,15.2,0.505,0.504,2.9,3.9,0.738,2,6.2,8.2,2.5,0.6,0.6,2,3.1,18.3,"2011",FALSE,0,0,43
"365","Thabo Sefolosha","SG",26,"OKC",79,79,25.9,2,4.2,0.471,0.4,1.3,0.275,1.6,2.9,0.558,0.514,0.7,1,0.747,0.8,3.6,4.4,1.4,1.2,0.5,0.7,2.2,5.1,"2011",FALSE,0,0,55
"367","Ramon Sessions","PG",24,"CLE",81,38,26.3,4.5,9.6,0.466,0,0.2,0.2,4.4,9.4,0.472,0.468,4.3,5.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3,"2011",FALSE,0,0,19
"372","Craig Smith","PF",27,"LAC",48,0,12.2,2.2,3.9,0.553,0,0.1,0,2.2,3.8,0.568,0.553,1,1.4,0.735,0.9,1.5,2.4,0.6,0.3,0.1,0.7,1.8,5.4,"2011",FALSE,0,0,32
"374","J.R. Smith","SF",25,"DEN",79,6,24.9,4.3,9.9,0.435,1.6,4,0.39,2.7,5.9,0.466,0.514,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,"2011",FALSE,0,0,50
"375","Jason Smith","C",24,"NOH",77,6,14.3,1.8,4,0.443,0,0,0,1.8,4,0.446,0.443,0.8,0.9,0.843,1.2,2,3.1,0.5,0.3,0.4,0.7,1.9,4.3,"2011",FALSE,0,0,46
"377","Josh Smith","PF",25,"ATL",77,77,34.4,6.5,13.5,0.477,0.7,2,0.331,5.8,11.5,0.503,0.502,3,4.1,0.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5,"2011",FALSE,0,0,44
"379","Marreese Speights","C",23,"PHI",64,1,11.5,2.3,4.5,0.495,0,0.1,0.25,2.2,4.5,0.498,0.497,0.9,1.1,0.753,1,2.3,3.3,0.5,0.1,0.3,0.6,1.9,5.4,"2011",FALSE,0,0,41
"380","Tiago Splitter","C",26,"SAS",60,6,12.3,1.7,3.2,0.529,0,0,0,1.7,3.2,0.532,0.529,1.3,2.3,0.543,1.2,2.2,3.4,0.4,0.5,0.3,0.5,1.5,4.6,"2011",FALSE,0,0,61
"383","DeShawn Stevenson","SG",29,"DAL",72,54,16.1,1.8,4.6,0.388,1.3,3.5,0.378,0.5,1.1,0.42,0.53,0.5,0.6,0.767,0.3,1.2,1.5,1.1,0.3,0.1,0.6,1,5.3,"2011",FALSE,0,0,57
"385","Amar'e Stoudemire","C",28,"NYK",78,78,36.8,9.5,19,0.502,0.1,0.3,0.435,9.4,18.7,0.503,0.505,6.1,7.7,0.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,"2011",FALSE,0,0.007,42
"386","Rodney Stuckey","PG",24,"DET",70,54,31.2,5.2,11.8,0.439,0.4,1.3,0.289,4.8,10.5,0.457,0.455,4.7,5.4,0.866,1,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5,"2011",FALSE,0,0,30
"390","Jeff Teague","PG",22,"ATL",70,7,13.8,1.9,4.3,0.438,0.3,0.7,0.375,1.6,3.7,0.449,0.467,1.1,1.4,0.794,0.2,1.3,1.5,2,0.6,0.4,0.9,1.2,5.2,"2011",FALSE,0,0,44
"393","Jason Terry","SG",33,"DAL",82,10,31.3,6,13.3,0.451,1.5,4.3,0.362,4.5,9,0.493,0.509,2.2,2.6,0.85,0.3,1.6,1.9,4.1,1.1,0.2,2,1.7,15.8,"2011",FALSE,0,0,57
"396","Kurt Thomas","PF",38,"CHI",52,37,22.7,1.8,3.6,0.511,0,0,1,1.8,3.6,0.508,0.513,0.4,0.6,0.625,1.4,4.3,5.8,1.2,0.6,0.8,0.8,3.2,4.1,"2011",FALSE,0,0,62
"398","Jason Thompson","PF",24,"SAC",75,39,23.3,3.6,7.1,0.507,0,0,0,3.6,7.1,0.51,0.507,1.6,2.7,0.605,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,8.8,"2011",FALSE,0,0,24
"401","Anthony Tolliver","SF",25,"MIN",65,4,21,2.2,4.8,0.45,0.7,1.8,0.409,1.4,3,0.475,0.526,1.6,2,0.802,1.4,3.1,4.5,1.3,0.4,0.4,0.8,2.2,6.7,"2011",FALSE,0,0,17
"404","Evan Turner","SG",22,"PHI",78,14,23,2.9,6.8,0.425,0.2,0.6,0.318,2.7,6.2,0.435,0.439,1.3,1.6,0.808,0.5,3.4,3.9,2,0.6,0.2,1,1.8,7.2,"2011",FALSE,0,0,41
"407","Beno Udrih","PG",28,"SAC",79,64,34.6,5.2,10.4,0.5,0.8,2.3,0.357,4.4,8.1,0.54,0.539,2.5,2.9,0.864,0.5,2.8,3.4,4.9,1.2,0.1,1.8,2.3,13.7,"2011",FALSE,0,0,24
"408","Ben Uzoh","PG",22,"NJN",42,0,10.4,1.5,3.4,0.424,0.1,0.2,0.375,1.4,3.2,0.426,0.434,0.8,1.3,0.589,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0.7,3.8,"2011",FALSE,0,0,24
"410","Greivis Vasquez","SG",24,"MEM",70,1,12.3,1.4,3.3,0.408,0.4,1.2,0.291,1,2.1,0.476,0.461,0.5,0.6,0.773,0.2,0.9,1,2.2,0.3,0.1,1,1.2,3.6,"2011",FALSE,0,0,46
"411","Charlie Villanueva","PF",26,"DET",76,11,21.9,4.1,9.3,0.442,1.6,4.3,0.387,2.5,5.1,0.488,0.53,1.2,1.5,0.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,"2011",FALSE,0,0,30
"413","Dwyane Wade","SG",29,"MIA",76,76,37.1,9.1,18.2,0.5,0.8,2.7,0.306,8.3,15.5,0.534,0.523,6.5,8.6,0.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,"2011",FALSE,0,0.02,58
"414","Von Wafer","SG",25,"BOS",58,2,9.5,1.2,2.7,0.421,0.3,1.2,0.269,0.8,1.6,0.533,0.478,0.6,0.7,0.842,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.7,3.2,"2011",FALSE,0,0,56
"415","Henry Walker","SG",23,"NYK",61,1,12.9,1.7,3.9,0.441,1,2.5,0.386,0.7,1.4,0.542,0.566,0.5,0.7,0.705,0.3,1.7,2,0.6,0.3,0.1,0.6,1.3,4.9,"2011",FALSE,0,0,42
"416","John Wall","PG",20,"WAS",69,64,37.8,5.8,14.1,0.409,0.5,1.7,0.296,5.3,12.4,0.425,0.427,4.4,5.7,0.766,0.5,4.1,4.6,8.3,1.8,0.5,3.8,2.5,16.4,"2011",FALSE,0,0,23
"417","Ben Wallace","C",36,"DET",54,49,22.9,1.2,2.8,0.45,0,0,0.5,1.2,2.7,0.449,0.453,0.4,1.1,0.333,2.4,4.1,6.5,1.3,1,1,0.8,1.5,2.9,"2011",FALSE,0,0,30
"419","Luke Walton","SF",30,"LAL",54,0,9,0.7,2.1,0.328,0.1,0.6,0.235,0.6,1.5,0.366,0.362,0.1,0.2,0.7,0.2,1.1,1.2,1.1,0.2,0.1,0.6,0.7,1.7,"2011",FALSE,0,0,57
"421","Hakim Warrick","PF",28,"PHO",80,6,17.7,2.9,5.6,0.511,0,0.1,0.091,2.8,5.4,0.522,0.512,2.7,3.7,0.721,1.1,2.6,3.7,0.9,0.4,0.1,1,1.3,8.4,"2011",FALSE,0,0,40
"422","C.J. Watson","PG",26,"CHI",82,1,13.3,1.8,4.8,0.371,0.5,1.4,0.393,1.2,3.4,0.362,0.426,0.8,1.1,0.742,0.2,1,1.1,2.3,0.7,0.1,0.9,1,4.9,"2011",FALSE,0,0,62
"423","Earl Watson","PG",31,"UTA",80,13,19.6,1.6,3.8,0.41,0.5,1.3,0.336,1.1,2.5,0.45,0.469,0.7,1,0.671,0.7,1.6,2.3,3.5,0.8,0.2,1.5,1.8,4.3,"2011",FALSE,0,0,39
"425","Martell Webster","SF",24,"MIN",46,1,23.8,3.3,7.4,0.447,1.2,2.9,0.417,2.1,4.5,0.466,0.528,2,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,"2011",FALSE,0,0,17
"426","Sonny Weems","SF",24,"TOR",59,28,23.9,3.9,8.7,0.444,0.3,1,0.279,3.6,7.7,0.467,0.461,1.2,1.6,0.766,0.7,1.9,2.6,1.8,0.6,0,1.5,1.5,9.2,"2011",FALSE,0,0,22
"427","David West","PF",30,"NOH",70,70,35,7.5,14.9,0.508,0,0.1,0.222,7.5,14.7,0.51,0.509,3.8,4.7,0.807,2.2,5.3,7.6,2.3,1,0.9,2,2.9,18.9,"2011",FALSE,0,0,46
"430","Russell Westbrook","PG",22,"OKC",82,82,34.7,7.5,17,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,"2011",FALSE,0,0,55
"433","Chris Wilcox","PF",28,"DET",57,29,17.5,3.3,5.6,0.581,0,0,0,3.3,5.6,0.583,0.581,0.9,1.6,0.562,1.7,3.1,4.8,0.8,0.5,0.3,0.8,2.5,7.4,"2011",FALSE,0,0,30
"434","Damien Wilkins","SF",31,"ATL",52,0,13,1.3,2.6,0.504,0,0.2,0.2,1.3,2.4,0.528,0.511,0.8,1.1,0.714,0.4,1.3,1.7,0.8,0.5,0.2,0.4,1.4,3.5,"2011",FALSE,0,0,44
"438","Lou Williams","SG",24,"PHI",75,0,23.3,4.3,10.6,0.406,1.2,3.4,0.348,3.1,7.2,0.434,0.462,3.9,4.7,0.823,0.4,1.6,2,3.4,0.6,0.2,1.4,1.7,13.7,"2011",FALSE,0,0,41
"439","Marvin Williams","SF",24,"ATL",65,52,28.7,3.8,8.3,0.458,0.6,1.7,0.336,3.2,6.6,0.489,0.493,2.3,2.7,0.845,1,3.8,4.8,1.4,0.5,0.4,1,1.6,10.4,"2011",FALSE,0,0,44
"441","Reggie Williams","SF",24,"GSW",80,9,20.3,3.4,7.2,0.469,1.3,3,0.423,2.1,4.1,0.502,0.558,1.3,1.7,0.746,0.6,2.1,2.7,1.5,0.4,0,0.7,1.6,9.2,"2011",FALSE,0,0,36
"442","Shawne Williams","PF",24,"NYK",64,11,20.7,2.6,6,0.426,1.3,3.3,0.401,1.2,2.7,0.457,0.536,0.6,0.8,0.837,0.9,2.8,3.7,0.7,0.6,0.8,0.7,2.6,7.1,"2011",FALSE,0,0,42
"445","Metta World Peace","SF",31,"LAL",82,82,29.4,3.2,8,0.397,1,2.8,0.356,2.2,5.2,0.419,0.46,1.1,1.7,0.676,1.2,2,3.3,2.1,1.5,0.4,1.1,2.2,8.5,"2011",FALSE,0,0,57
"448","Dorell Wright","SF",25,"GSW",82,82,38.4,5.9,14,0.423,2.4,6.3,0.376,3.5,7.7,0.462,0.508,2.2,2.8,0.789,1.1,4.2,5.3,3,1.5,0.8,1.6,2.1,16.4,"2011",FALSE,0,0,36
"449","Julian Wright","SF",23,"TOR",52,6,14.7,1.6,3.1,0.513,0,0.2,0.2,1.5,2.9,0.533,0.519,0.4,0.8,0.512,0.9,1.4,2.3,1.1,0.8,0.4,0.8,0.9,3.6,"2011",FALSE,0,0,22
"450","Nick Young","SG",25,"WAS",64,40,31.8,6.4,14.6,0.441,1.6,4.2,0.387,4.8,10.4,0.462,0.497,2.9,3.6,0.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4,"2011",FALSE,0,0,23
"451","Sam Young","SF",25,"MEM",78,46,20.2,3,6.3,0.472,0.2,0.6,0.34,2.8,5.7,0.486,0.489,1.1,1.5,0.767,0.5,1.9,2.4,0.9,0.9,0.3,0.8,1.5,7.3,"2011",FALSE,0,0,46
"452","Thaddeus Young","PF",22,"PHI",82,1,26,5.6,10.3,0.541,0.1,0.3,0.273,5.5,10.1,0.548,0.544,1.5,2.1,0.707,1.9,3.4,5.3,1,1.1,0.3,1.2,2.1,12.7,"2011",FALSE,0,0,41
"  2","Arron Afflalo","SG",26,"DEN",62,62,33.6,5.3,11.3,0.471,1.4,3.6,0.398,3.9,7.7,0.504,0.534,3.2,4,0.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2,"2012",FALSE,0,0,38
"  6","LaMarcus Aldridge","PF",26,"POR",55,55,36.3,8.8,17.1,0.512,0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5,0.814,2.7,5.3,8,2.4,0.9,0.8,2,2.8,21.7,"2012",FALSE,0,0,28
"  8","Ray Allen","SG",36,"BOS",46,42,34,4.9,10.7,0.458,2.3,5.1,0.453,2.6,5.6,0.463,0.566,2.1,2.3,0.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2,"2012",FALSE,0,0,39
"  9","Tony Allen","SG",30,"MEM",58,57,26.3,3.6,7.7,0.469,0.1,0.4,0.308,3.5,7.3,0.479,0.478,2.4,3,0.8,1.7,2.3,4,1.4,1.8,0.6,1.6,2.4,9.8,"2012",FALSE,0,0,41
" 11","Al-Farouq Aminu","SF",21,"NOH",66,21,22.4,2.3,5.5,0.411,0.2,0.7,0.277,2.1,4.8,0.431,0.429,1.3,1.7,0.754,1.4,3.2,4.7,1,0.9,0.5,1.4,2.1,6,"2012",FALSE,0,0,21
" 15","James Anderson","SG",22,"SAS",51,2,11.8,1.3,3.4,0.379,0.4,1.3,0.279,0.9,2.1,0.443,0.434,0.8,1,0.75,0.3,1.2,1.5,0.8,0.2,0,0.6,0.7,3.7,"2012",FALSE,0,0,50
" 16","Ryan Anderson","PF",23,"ORL",61,61,32.2,5.4,12.4,0.439,2.7,6.9,0.393,2.7,5.5,0.496,0.548,2.5,2.8,0.877,3.7,4,7.7,0.9,0.8,0.4,0.9,2.4,16.1,"2012",FALSE,0,0,37
" 17","Carmelo Anthony","SF",27,"NYK",55,55,34.1,8,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.454,0.463,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,"2012",FALSE,0,0,36
" 22","D.J. Augustin","PG",24,"CHA",48,46,29.3,3.8,10.1,0.376,1.3,3.7,0.341,2.5,6.4,0.396,0.438,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0,2.3,1.4,11.1,"2012",FALSE,0,0,7
" 23","Gustavo Ayon","PF",26,"NOH",54,24,20.1,2.6,4.8,0.536,0,0,0,2.6,4.8,0.538,0.536,0.7,1.2,0.619,1.6,3.3,4.9,1.4,1,0.9,0.9,2.2,5.9,"2012",FALSE,0,0,21
" 31","Matt Barnes","SF",31,"LAL",63,16,22.9,2.8,6.1,0.452,0.7,2.2,0.333,2,4,0.518,0.512,1.5,2,0.742,1.5,3.9,5.5,2,0.6,0.8,1.2,2.4,7.8,"2012",FALSE,0,0,41
" 35","Shane Battier","SF",33,"MIA",65,10,23.1,1.7,4.5,0.387,1,2.8,0.339,0.8,1.7,0.468,0.493,0.4,0.6,0.622,0.9,1.5,2.4,1.3,1,0.5,0.6,1.6,4.8,"2012",FALSE,0,0,46
" 36","Nicolas Batum","SF",23,"POR",59,34,30.4,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1,1,1.5,1.8,13.9,"2012",FALSE,0,0,28
" 38","Michael Beasley","SF",23,"MIN",47,7,23.1,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2,0.642,0.8,3.6,4.4,1,0.4,0.4,1.7,1.8,11.5,"2012",FALSE,0,0,26
" 39","Rodrigue Beaubois","PG",23,"DAL",53,12,21.7,3.5,8.4,0.422,0.7,2.5,0.288,2.8,5.9,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9,"2012",FALSE,0,0,36
" 40","Marco Belinelli","SG",25,"NOH",66,55,29.8,4.3,10.4,0.417,1.6,4.3,0.377,2.7,6.1,0.445,0.495,1.5,2,0.783,0.3,2.3,2.6,1.5,0.7,0.1,1,1.7,11.8,"2012",FALSE,0,0,21
" 47","DeJuan Blair","PF",22,"SAS",64,62,21.3,4.2,7.9,0.534,0,0,0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5,"2012",FALSE,0,0,50
" 48","Steve Blake","PG",31,"LAL",53,5,23.3,1.9,5.1,0.377,1,3,0.335,0.9,2.1,0.436,0.476,0.4,0.5,0.778,0.2,1.4,1.6,3.3,0.7,0,1.4,1.4,5.2,"2012",FALSE,0,0,41
" 53","Matt Bonner","PF",31,"SAS",65,2,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1,6.6,"2012",FALSE,0,0,50
" 54","Trevor Booker","PF",24,"WAS",50,32,25.2,3.6,6.8,0.531,0,0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1,0.9,1.2,2.8,8.4,"2012",FALSE,0,0,20
" 55","Carlos Boozer","PF",30,"CHI",66,66,29.5,6.8,12.8,0.532,0,0,0,6.8,12.7,0.533,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1,0.4,1.7,2.5,15,"2012",FALSE,0,0,50
" 56","Chris Bosh","PF",27,"MIA",57,57,35.2,6.9,14.2,0.487,0.2,0.6,0.286,6.7,13.5,0.496,0.493,4,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18,"2012",FALSE,0,0,46
" 59","Avery Bradley","PG",21,"BOS",64,28,21.4,3.1,6.3,0.498,0.3,0.8,0.407,2.8,5.4,0.511,0.525,1,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6,"2012",FALSE,0,0,39
" 60","Elton Brand","C",32,"PHI",60,60,28.9,4.8,9.7,0.494,0,0,0,4.8,9.7,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1,1.6,1.1,2.9,11,"2012",FALSE,0,0,35
" 61","Corey Brewer","SF",25,"DEN",59,17,21.8,3.4,7.8,0.434,0.6,2.2,0.26,2.8,5.7,0.5,0.47,1.5,2.2,0.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9,"2012",FALSE,0,0,38
" 62","Ronnie Brewer","SG",26,"CHI",66,43,24.8,2.9,6.7,0.427,0.3,1,0.275,2.6,5.7,0.455,0.448,0.8,1.5,0.56,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1,6.9,"2012",FALSE,0,0,50
" 64","MarShon Brooks","SG",23,"NJN",56,47,29.4,4.9,11.4,0.428,0.8,2.7,0.313,4.1,8.8,0.463,0.465,2,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,"2012",FALSE,0,0,22
" 65","Derrick Brown","SF",24,"CHA",65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1,0.7,0.2,0.8,1.5,8.1,"2012",FALSE,0,0,7
